Titular;Municipio(s);ESTADO;PrimeiroDeSUBS;LONGITUDE;LATITUDE;CFEM;FAIXA OPERAÇÃO CFEM
INCEPA REVESTIMENTOS CERÂMICOS LTDA;MORRETES;PR;CAULIM;-48,831539;-25,478482;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;RIO AZUL;PR;CAULIM;-50,787173;-25,716113;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO JOSÉ DOS PINHAIS;PR;CAULIM;-49,200082;-25,537702;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO MATEUS DO SUL;PR;CAULIM;-50,390624;-25,8696;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-36,352435;-9,783416;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-49,263344;-26,190659;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-36,352435;-9,783416;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-49,263344;-26,190659;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;JARAGUÁ DO SUL;SC;CAULIM;-49,076299;-26,490484;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO BENTO DO SUL;SC;CAULIM;-49,386979;-26,249485;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;AGUDOS DO SUL;PR;CAULIM;-49,338702;-25,990618;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;BALSA NOVA;PR;CAULIM;-49,631756;-25,578498;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CASTRO;PR;CAULIM;-50,002811;-24,795418;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;MORRETES;PR;CAULIM;-48,831539;-25,478482;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;RIO AZUL;PR;CAULIM;-50,787173;-25,716113;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO JOSÉ DOS PINHAIS;PR;CAULIM;-49,200082;-25,537702;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO MATEUS DO SUL;PR;CAULIM;-50,390624;-25,8696;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-36,352435;-9,783416;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-49,263344;-26,190659;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-36,352435;-9,783416;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-49,263344;-26,190659;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;JARAGUÁ DO SUL;SC;CAULIM;-49,076299;-26,490484;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO BENTO DO SUL;SC;CAULIM;-49,386979;-26,249485;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;AGUDOS DO SUL;PR;CAULIM;-49,338702;-25,990618;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;BALSA NOVA;PR;CAULIM;-49,631756;-25,578498;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CASTRO;PR;CAULIM;-50,002811;-24,795418;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;MORRETES;PR;CAULIM;-48,831539;-25,478482;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;RIO AZUL;PR;CAULIM;-50,787173;-25,716113;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO JOSÉ DOS PINHAIS;PR;CAULIM;-49,200082;-25,537702;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO MATEUS DO SUL;PR;CAULIM;-50,390624;-25,8696;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-36,352435;-9,783416;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-49,263344;-26,190659;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-36,352435;-9,783416;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;CAMPO ALEGRE;SC;CAULIM;-49,263344;-26,190659;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;JARAGUÁ DO SUL;SC;CAULIM;-49,076299;-26,490484;32513;P1
INCEPA REVESTIMENTOS CERÂMICOS LTDA;SÃO BENTO DO SUL;SC;CAULIM;-49,386979;-26,249485;32513;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO ;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;BOM JARDIM DA SERRA;SC;CARVÃO;-49,624978;-28,337947;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO ;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;COCAL DO SUL;SC;CARVÃO;-49,327129;-28,603023;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO ;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;CRICIÚMA;SC;CARVÃO;-49,36594;-28,673572;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO ;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;IÇARA;SC;CARVÃO;-49,300823;-28,707084;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO ;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;TREVISO;SC;CARVÃO;-49,455933;-28,518485;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO ;-49,319108;-28,519966;781264;P1
Indústria Carbonífera Rio Deserto Ltda;URUSSANGA;SC;CARVÃO;-49,319108;-28,519966;781264;P1
Industria e Comércio São José Ltda;OURO PRETO;MG;TALCO;-43,506448;-20,386776;10976;P1
Itafos Arraias Mineração e Fertilizantes S.a.;CAMPOS BELOS;GO;FOSFATO;-46,770783;-13,036724;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;ARRAIAS;TO;FOSFATO;-46,946107;-12,93442;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;CAMPOS BELOS;GO;FOSFATO;-46,770783;-13,036724;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;ARRAIAS;TO;FOSFATO;-46,946107;-12,93442;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;CAMPOS BELOS;GO;FOSFATO;-46,770783;-13,036724;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;ARRAIAS;TO;FOSFATO;-46,946107;-12,93442;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;CAMPOS BELOS;GO;FOSFATO;-46,770783;-13,036724;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;ARRAIAS;TO;FOSFATO;-46,946107;-12,93442;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;CAMPOS BELOS;GO;FOSFATO;-46,770783;-13,036724;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;ARRAIAS;TO;FOSFATO;-46,946107;-12,93442;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;CAMPOS BELOS;GO;FOSFATO;-46,770783;-13,036724;9926;P1
Itafos Arraias Mineração e Fertilizantes S.a.;ARRAIAS;TO;FOSFATO;-46,946107;-12,93442;9926;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
