Titular;Municipio(s);ESTADO;PrimeiroDeSUBS;LONGITUDE;LATITUDE;CFEM;FAIXA OPERAÇÃO CFEM
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Caulim do Brasil Ltda;IGUATAMA;MG;FILITO;-45,70914;-20,176074;602;P1
Centaurus Brasil Mineração Ltda;PAULISTAS;MG;FERRO;-42,872625;-18,431738;232999;P3
Centaurus Brasil Mineração Ltda;PAULISTAS;MG;FERRO;-42,872625;-18,431738;232999;P3
Centaurus Brasil Mineração Ltda;SABINÓPOLIS;MG;FERRO;-43,088204;-18,671815;232999;P3
Centaurus Brasil Mineração Ltda;SABINÓPOLIS;MG;FERRO;-43,088204;-18,671815;232999;P3
Centaurus Brasil Mineração Ltda;SÃO JOÃO EVANGELISTA;MG;FERRO;-42,776048;-18,545187;232999;P3
Centaurus Brasil Mineração Ltda;SÃO JOÃO EVANGELISTA;MG;FERRO;-42,776048;-18,545187;232999;P3
Centaurus Brasil Mineração Ltda;PAULISTAS;MG;FERRO;-42,872625;-18,431738;232999;P3
Centaurus Brasil Mineração Ltda;PAULISTAS;MG;FERRO;-42,872625;-18,431738;232999;P3
Centaurus Brasil Mineração Ltda;SABINÓPOLIS;MG;FERRO;-43,088204;-18,671815;232999;P3
Centaurus Brasil Mineração Ltda;SABINÓPOLIS;MG;FERRO;-43,088204;-18,671815;232999;P3
Centaurus Brasil Mineração Ltda;SÃO JOÃO EVANGELISTA;MG;FERRO;-42,776048;-18,545187;232999;P3
Centaurus Brasil Mineração Ltda;SÃO JOÃO EVANGELISTA;MG;FERRO;-42,776048;-18,545187;232999;P3
Centaurus Brasil Mineração Ltda;PAULISTAS;MG;FERRO;-42,872625;-18,431738;232999;P3
Centaurus Brasil Mineração Ltda;PAULISTAS;MG;FERRO;-42,872625;-18,431738;232999;P3
Centaurus Brasil Mineração Ltda;SABINÓPOLIS;MG;FERRO;-43,088204;-18,671815;232999;P3
Centaurus Brasil Mineração Ltda;SABINÓPOLIS;MG;FERRO;-43,088204;-18,671815;232999;P3
Centaurus Brasil Mineração Ltda;SÃO JOÃO EVANGELISTA;MG;FERRO;-42,776048;-18,545187;232999;P3
Centaurus Brasil Mineração Ltda;SÃO JOÃO EVANGELISTA;MG;FERRO;-42,776048;-18,545187;232999;P3
Cerâmica Cirineu Ltda Epp;TATUÍ;SP;FOLHELHO ;-47,849464;-23,348577;500;P1
Cerâmica Cirineu Ltda Epp;TATUÍ;SP;FOLHELHO ;-47,849464;-23,348577;500;P1
Cerâmica Cirineu Ltda Epp;TATUÍ;SP;FOLHELHO ;-47,849464;-23,348577;500;P1
CERÂMICA ELIZABETH SUL LTDA;CASTRO;PR;SILTITO;-50,002811;-24,795418;6536;P1
CERÂMICA ELIZABETH SUL LTDA;TIMBÉ DO SUL;SC;SILTITO;-49,844118;-28,832517;6536;P1
CERÂMICA ELIZABETH SUL LTDA;CASTRO;PR;SILTITO;-50,002811;-24,795418;6536;P1
CERÂMICA ELIZABETH SUL LTDA;TIMBÉ DO SUL;SC;SILTITO;-49,844118;-28,832517;6536;P1
CERÂMICA ELIZABETH SUL LTDA;CASTRO;PR;SILTITO;-50,002811;-24,795418;6536;P1
CERÂMICA ELIZABETH SUL LTDA;TIMBÉ DO SUL;SC;SILTITO;-49,844118;-28,832517;6536;P1
CERÂMICA ELIZABETH SUL LTDA;CASTRO;PR;SILTITO;-50,002811;-24,795418;6536;P1
CERÂMICA ELIZABETH SUL LTDA;TIMBÉ DO SUL;SC;SILTITO;-49,844118;-28,832517;6536;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;CAMPO LARGO;PR;CAULIM;-49,528841;-25,459491;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;RIO BRANCO DO SUL;PR;CAULIM;-49,316714;-25,190165;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;BENEDITO NOVO;SC;CAULIM;-49,364403;-26,777508;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;IBIRAMA;SC;CAULIM;-49,522028;-27,053541;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;SUZANO;SP;CAULIM;-46,30781;-23,536828;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;CAMPO LARGO;PR;CAULIM;-49,528841;-25,459491;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;RIO BRANCO DO SUL;PR;CAULIM;-49,316714;-25,190165;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;BENEDITO NOVO;SC;CAULIM;-49,364403;-26,777508;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;IBIRAMA;SC;CAULIM;-49,522028;-27,053541;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;SUZANO;SP;CAULIM;-46,30781;-23,536828;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;CAMPO LARGO;PR;CAULIM;-49,528841;-25,459491;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;RIO BRANCO DO SUL;PR;CAULIM;-49,316714;-25,190165;4225;P1
CERAMINA INDÚSTRIA CERÂMICA E MINERAÇÃO LTDA.;BENEDITO NOVO;SC;CAULIM;-49,364403;-26,777508;4225;P1
